910991	141035	429959	979268	22404	957400	71155	401419	959640	288675
760127	483736	334806	620882	923980	724515	325030	260667	405240	347213
817745	481128	758031	299008	381303	681230	555902	212735	530856	529982
595588	561619	361298	924998	854528	293098	358418	362480	344100	279034
550290	601284	726707	678982	844398	533731	909916	734503	321322	854282
796855	946718	710990	590591	975212	746983	196298	89321	85535	306322
420388	562259	820016	374106	218494	152798	846902	375846	563672	791354
664987	210431	625911	201670	848539	288694	691091	435237	603540	949317
630378	461953	714619	402034	897408	741200	103415	895158	27981	470450
28856	219941	987492	206517	446126	59782	714750	78626	780157	648885
943500	263249	459503	528338	923827	250762	781840	371738	400730	399609
376650	799183	684950	488348	506322	353977	145003	759006	958872	219252
451011	431401	773396	856473	702843	490755	545397	315435	268733	717989
818449	827094	395720	315170	329893	179073	553482	383961	292230	937100
657015	188358	871053	551422	512369	748199	334169	579521	684084	357824
573923	504825	870370	528410	193356	201900	473148	839709	872620	358423
68739	174369	61932	595842	141216	775893	193041	302095	645356	569964
225212	466443	2463	611872	132972	989454	312460	906829	691468	290430
746106	433115	279291	726362	739533	171025	429763	222611	826717	23633
947710	145215	552931	666516	570900	930263	526311	116034	77210	425702
955537	26204	710761	589248	473746	913050	13080	661129	298596	836178
563758	703726	303367	920085	562509	327616	403969	698784	729754	3532
950642	945694	962026	871421	672565	110874	50905	577395	814423	280934
659920	217956	682803	328984	299842	823970	908751	66025	319576	990367
518131	406642	817714	359007	103360	234013	296524	433501	174247	273595
320028	338113	239239	689078	877793	433109	82082	569720	941515	208279
5737	425392	805930	410975	774872	199079	158638	710529	673009	87210
573666	164123	132700	882750	323785	220394	27333	315960	292786	741668
264423	245189	771226	436007	922757	749852	732646	803578	508546	326086
58963	842837	267320	580444	83697	612264	990091	541492	750470	293862
135052	917691	971493	197674	182515	631432	624498	936576	52117	834193
471637	235364	362014	110222	238111	683776	775611	918871	99708	446741
241677	663986	276430	421449	884201	868646	228619	721962	12287	920094
439767	857712	48438	659392	375170	460759	218814	350632	312531	801672
20383	341892	832176	989251	630946	507564	434108	248835	659808	348383
168565	943541	104642	644112	499706	159406	459465	534847	476964	35106
159499	367020	335401	440603	612814	955272	695996	277267	188105	337239
479186	386017	814210	110233	101131	954402	928954	913150	829975	620916
755987	952409	824089	685900	952576	223489	775736	204612	628937	164753
517054	474313	981446	286133	208295	842233	658734	61484	549596	563156
482869	607845	397975	934668	816137	65716	133096	204291	783953	739515
826037	285393	599654	752082	324574	612120	106363	922237	372646	886225
893556	945824	151118	848587	647396	323201	124857	462032	763604	423486
274038	131	874265	254081	862751	132733	794748	564753	700555	325748
258380	936024	520676	782827	618090	670459	763474	897951	238030	566848
36140	734208	917783	74178	393493	316747	307189	795168	110543	862090
557268	666344	90720	752229	666943	828989	868041	618614	935611	985904
455773	299687	839706	614370	912243	66447	480877	664218	292628	648309
620863	981927	304385	205090	933723	892316	353566	937789	690189	831182
729939	312933	716624	800065	604671	614547	262904	748441	567511	475039
257256	275071	877185	123906	484859	20311	936228	555491	200301	719844
820690	512755	443408	592242	758512	350514	502283	873390	901590	432530
190594	463730	608469	85128	49036	471150	967312	819682	2271	591137
32492	157264	784480	85481	226321	199137	467955	967513	802957	927524
157978	426711	100655	467766	304342	661573	710895	887549	147125	547289
977542	350552	27783	569015	157004	106882	731942	12410	625402	399175
721345	979370	144597	308700	775629	824754	806729	379275	913677	530663
129547	633249	292202	828638	850306	31334	170693	435794	218256	240143
714893	261119	407229	740906	900216	775365	675585	478406	225819	298225
